Flight,Plane,Time,Age,Fitness,TechSavvy,Experience,Impatience,TimePressure,Luggage,KioskAffinity,Speed
TG7564,A320,2025-11-25T02:32:00+00:00,80,0.14,0.37,10,0.20,0.64,0.84,0.00,1.06
TG7564,A320,2025-11-25T02:32:00+00:00,59,0.23,0.50,6,0.25,0.54,0.14,0.19,1.39
TG7564,A320,2025-11-25T02:32:00+00:00,39,0.52,0.71,3,0.10,0.90,0.13,0.41,1.75
TG7564,A320,2025-11-25T02:32:00+00:00,29,1.00,0.79,0,0.08,0.90,0.27,0.39,2.05
TG7564,A320,2025-11-25T02:32:00+00:00,24,0.87,1.00,0,0.34,0.16,0.78,0.47,1.38
TG7564,A320,2025-11-25T02:32:00+00:00,75,0.12,0.17,6,0.30,0.66,0.18,0.00,1.33
TG7564,A320,2025-11-25T02:32:00+00:00,78,0.03,0.28,10,0.20,0.32,0.14,0.00,1.18
TG7564,A320,2025-11-25T02:32:00+00:00,59,0.23,0.55,6,0.34,0.81,0.72,0.16,1.21
TG7564,A320,2025-11-25T02:32:00+00:00,71,0.30,0.38,7,0.16,0.53,0.15,0.00,1.44
TG7564,A320,2025-11-25T02:32:00+00:00,55,0.57,0.57,5,0.27,0.15,0.24,0.27,1.46
TG7564,A320,2025-11-25T02:32:00+00:00,51,0.28,0.61,7,0.41,0.82,0.14,0.40,1.52
TG7564,A320,2025-11-25T02:32:00+00:00,40,0.71,0.80,4,0.26,0.16,0.21,0.48,1.58
TG7564,A320,2025-11-25T02:32:00+00:00,18,1.00,1.00,1,0.27,0.91,0.52,0.54,1.89
TG7564,A320,2025-11-25T02:32:00+00:00,64,0.42,0.56,6,0.15,0.94,0.24,0.10,1.62
TG7564,A320,2025-11-25T02:32:00+00:00,76,0.12,0.37,8,0.18,0.41,0.73,0.00,1.04
TG7564,A320,2025-11-25T02:32:00+00:00,74,0.03,0.36,9,0.36,0.63,0.32,0.00,1.19
TG7564,A320,2025-11-25T02:32:00+00:00,57,0.41,0.80,8,0.41,0.09,0.15,0.71,1.37
TG7564,A320,2025-11-25T02:32:00+00:00,36,0.63,0.88,4,0.23,0.76,0.98,0.46,1.31
TG7564,A320,2025-11-25T02:32:00+00:00,59,0.23,0.50,6,0.20,0.23,0.34,0.17,1.22
TG7564,A320,2025-11-25T02:32:00+00:00,62,0.31,0.63,5,0.14,0.72,0.77,0.11,1.21
TG7564,A320,2025-11-25T02:32:00+00:00,68,0.29,0.38,7,0.26,0.83,0.39,0.00,1.41
TG7564,A320,2025-11-25T02:32:00+00:00,32,0.87,0.87,0,0.08,0.64,0.20,0.44,1.89
TG7564,A320,2025-11-25T02:32:00+00:00,79,0.00,0.40,9,0.18,0.82,0.55,0.00,1.13
TG7564,A320,2025-11-25T02:32:00+00:00,53,0.48,0.74,4,0.18,0.47,0.53,0.34,1.37
TG7564,A320,2025-11-25T02:32:00+00:00,19,1.00,0.97,0,0.29,0.63,0.65,0.48,1.70
TG7564,A320,2025-11-25T02:32:00+00:00,35,0.61,0.84,1,0.16,0.28,0.89,0.37,1.21
TG7564,A320,2025-11-25T02:32:00+00:00,41,0.62,0.84,5,0.46,0.48,0.09,0.54,1.69
TK696,B738,2025-11-25T02:32:00+00:00,55,0.53,0.58,8,0.50,0.98,0.17,0.60,1.76
TK696,B738,2025-11-25T02:32:00+00:00,75,0.23,0.46,10,0.25,0.39,0.95,0.00,1.01
TK696,B738,2025-11-25T02:32:00+00:00,27,0.78,0.85,2,0.13,0.82,0.08,0.50,1.96
TK696,B738,2025-11-25T02:32:00+00:00,75,0.00,0.43,8,0.18,0.35,0.43,0.00,1.06
TK696,B738,2025-11-25T02:32:00+00:00,60,0.17,0.57,6,0.12,0.22,0.35,0.19,1.17
TK696,B738,2025-11-25T02:32:00+00:00,55,0.32,0.53,3,0.13,0.35,0.11,0.21,1.41
TK696,B738,2025-11-25T02:32:00+00:00,22,0.90,0.99,1,0.31,0.36,0.69,0.50,1.51
TK696,B738,2025-11-25T02:32:00+00:00,21,0.97,0.99,2,0.44,0.13,0.21,0.58,1.74
TK696,B738,2025-11-25T02:32:00+00:00,40,0.53,0.58,1,0.05,0.57,0.56,0.24,1.42
TK696,B738,2025-11-25T02:32:00+00:00,46,0.49,0.70,5,0.25,0.82,0.16,0.44,1.68
TK696,B738,2025-11-25T02:32:00+00:00,78,0.00,0.19,8,0.12,0.05,0.24,0.00,1.05
TK696,B738,2025-11-25T02:32:00+00:00,79,0.06,0.38,8,0.21,0.13,0.07,0.00,1.18
TK696,B738,2025-11-25T02:32:00+00:00,57,0.28,0.70,6,0.24,0.17,0.04,0.36,1.36
TK696,B738,2025-11-25T02:32:00+00:00,41,0.61,0.82,3,0.22,0.42,0.78,0.40,1.31
TK696,B738,2025-11-25T02:32:00+00:00,54,0.33,0.51,4,0.17,0.73,0.27,0.22,1.47
TK696,B738,2025-11-25T02:32:00+00:00,63,0.41,0.38,6,0.17,0.26,0.95,0.00,1.07
TK696,B738,2025-11-25T02:32:00+00:00,58,0.51,0.66,4,0.22,0.19,0.08,0.26,1.51
TK696,B738,2025-11-25T02:32:00+00:00,23,0.83,1.00,1,0.19,0.16,0.55,0.52,1.47
TK696,B738,2025-11-25T02:32:00+00:00,23,1.00,1.00,0,0.10,0.69,0.74,0.48,1.66
TK696,B738,2025-11-25T02:32:00+00:00,69,0.10,0.47,10,0.37,0.07,0.91,0.18,0.88
TK696,B738,2025-11-25T02:32:00+00:00,76,0.18,0.47,10,0.41,0.70,0.33,0.00,1.32
TK696,B738,2025-11-25T02:32:00+00:00,24,1.00,0.88,2,0.34,0.54,0.71,0.46,1.62
TK696,B738,2025-11-25T02:32:00+00:00,74,0.27,0.37,10,0.50,0.15,0.78,0.00,1.04
TK696,B738,2025-11-25T02:32:00+00:00,51,0.60,0.64,3,0.17,0.73,0.93,0.24,1.31
TK696,B738,2025-11-25T02:32:00+00:00,52,0.35,0.63,7,0.23,0.38,0.58,0.36,1.23
TK696,B738,2025-11-25T02:32:00+00:00,51,0.60,0.61,2,0.22,0.20,0.59,0.23,1.33
TK696,B738,2025-11-25T02:32:00+00:00,32,0.59,0.88,4,0.37,0.57,0.58,0.50,1.45
TK696,B738,2025-11-25T02:32:00+00:00,67,0.07,0.51,8,0.27,0.49,0.09,0.30,1.28
TK696,B738,2025-11-25T02:32:00+00:00,45,0.66,0.67,6,0.45,0.77,0.78,0.38,1.44
TK696,B738,2025-11-25T02:32:00+00:00,54,0.42,0.53,4,0.18,0.21,0.77,0.18,1.14
TK696,B738,2025-11-25T02:32:00+00:00,63,0.43,0.51,5,0.16,0.10,0.33,0.06,1.31
TK696,B738,2025-11-25T02:32:00+00:00,56,0.28,0.64,4,0.07,0.68,0.85,0.21,1.15
TK696,B738,2025-11-25T02:32:00+00:00,42,0.51,0.87,4,0.34,0.92,0.15,0.52,1.73
TK696,B738,2025-11-25T02:32:00+00:00,52,0.41,0.77,6,0.16,0.13,0.79,0.39,1.10
TK696,B738,2025-11-25T02:32:00+00:00,72,0.13,0.42,6,0.18,0.09,0.12,0.00,1.20
TK696,B738,2025-11-25T02:32:00+00:00,45,0.74,0.68,5,0.33,0.87,0.38,0.41,1.76
TK696,B738,2025-11-25T02:32:00+00:00,61,0.40,0.47,5,0.11,0.26,0.71,0.05,1.17
TK696,B738,2025-11-25T02:32:00+00:00,54,0.57,0.67,4,0.09,0.75,0.16,0.33,1.72
TK696,B738,2025-11-25T02:32:00+00:00,28,0.71,0.77,1,0.24,0.91,0.95,0.34,1.42
TK696,B738,2025-11-25T02:32:00+00:00,71,0.24,0.49,9,0.30,0.56,0.98,0.09,1.04
TK696,B738,2025-11-25T02:32:00+00:00,58,0.50,0.61,4,0.02,0.83,0.41,0.20,1.56
TK696,B738,2025-11-25T02:32:00+00:00,77,0.22,0.31,9,0.23,0.56,0.60,0.00,1.19
TK696,B738,2025-11-25T02:32:00+00:00,39,0.68,0.86,2,0.20,0.22,0.70,0.42,1.33
TK696,B738,2025-11-25T02:32:00+00:00,67,0.34,0.31,5,0.02,0.32,0.15,0.00,1.40
TK696,B738,2025-11-25T02:32:00+00:00,41,0.63,0.69,5,0.24,0.66,0.12,0.44,1.75
TK696,B738,2025-11-25T02:32:00+00:00,50,0.59,0.72,5,0.17,0.68,0.18,0.42,1.70
TK696,B738,2025-11-25T02:32:00+00:00,67,0.19,0.42,7,0.11,0.99,0.74,0.00,1.22
TK696,B738,2025-11-25T02:32:00+00:00,80,0.00,0.29,8,0.34,0.16,0.11,0.00,1.13
TK696,B738,2025-11-25T02:32:00+00:00,47,0.70,0.63,3,0.24,0.70,0.25,0.33,1.75
TK696,B738,2025-11-25T02:32:00+00:00,70,0.05,0.40,9,0.45,0.14,0.66,0.10,0.95
TK696,B738,2025-11-25T02:32:00+00:00,77,0.05,0.28,10,0.22,0.39,0.80,0.00,0.96
TK696,B738,2025-11-25T02:32:00+00:00,77,0.12,0.18,7,0.16,0.17,0.96,0.00,0.89
TK696,B738,2025-11-25T02:32:00+00:00,53,0.62,0.53,3,0.20,0.59,0.56,0.19,1.49
TK696,B738,2025-11-25T02:32:00+00:00,67,0.03,0.47,6,0.24,0.19,0.53,0.00,1.01
TK696,B738,2025-11-25T02:32:00+00:00,68,0.13,0.59,7,0.36,0.45,0.04,0.04,1.33
TK696,B738,2025-11-25T02:32:00+00:00,50,0.46,0.65,6,0.18,0.65,0.98,0.32,1.18
TK696,B738,2025-11-25T02:32:00+00:00,47,0.38,0.83,4,0.11,0.07,0.86,0.42,1.05
TK696,B738,2025-11-25T02:32:00+00:00,68,0.25,0.37,6,0.09,0.68,0.21,0.00,1.42
TK696,B738,2025-11-25T02:32:00+00:00,31,0.98,0.77,0,0.10,0.27,0.48,0.35,1.65
TK696,B738,2025-11-25T02:32:00+00:00,39,0.69,0.78,5,0.36,0.81,0.65,0.45,1.55
TK696,B738,2025-11-25T02:32:00+00:00,18,1.00,1.00,0,0.26,0.44,0.90,0.47,1.48
TK696,B738,2025-11-25T02:32:00+00:00,23,1.00,0.91,0,0.31,0.95,0.02,0.50,2.24
TK696,B738,2025-11-25T02:32:00+00:00,74,0.27,0.29,7,0.23,0.90,0.41,0.00,1.40
TK696,B738,2025-11-25T02:32:00+00:00,33,0.65,0.92,0,0.23,0.16,0.74,0.41,1.27
TK696,B738,2025-11-25T02:32:00+00:00,55,0.36,0.61,7,0.30,0.69,0.93,0.27,1.16
TK696,B738,2025-11-25T02:32:00+00:00,53,0.55,0.71,6,0.19,1.00,0.71,0.35,1.48
TK696,B738,2025-11-25T02:32:00+00:00,75,0.21,0.50,10,0.45,0.70,0.40,0.02,1.31
TK696,B738,2025-11-25T02:32:00+00:00,79,0.00,0.40,8,0.11,0.50,0.16,0.00,1.20
TK696,B738,2025-11-25T02:32:00+00:00,22,0.93,0.92,0,0.17,0.64,0.46,0.46,1.77
TK696,B738,2025-11-25T02:32:00+00:00,52,0.31,0.52,5,0.40,0.26,0.96,0.20,1.01
TK696,B738,2025-11-25T02:32:00+00:00,36,0.74,0.85,2,0.26,0.19,0.49,0.44,1.46
TK696,B738,2025-11-25T02:32:00+00:00,71,0.23,0.54,7,0.34,0.62,0.77,0.00,1.14
TK696,B738,2025-11-25T02:32:00+00:00,71,0.09,0.51,6,0.27,0.08,0.24,0.00,1.12
TK696,B738,2025-11-25T02:32:00+00:00,27,0.96,0.80,0,0.19,0.39,0.70,0.36,1.55
TK696,B738,2025-11-25T02:32:00+00:00,58,0.24,0.64,6,0.27,0.09,0.14,0.29,1.26
TK696,B738,2025-11-25T02:32:00+00:00,39,0.83,0.90,2,0.23,0.24,0.73,0.44,1.41
TK696,B738,2025-11-25T02:32:00+00:00,60,0.15,0.62,5,0.05,0.48,0.08,0.22,1.34
TK696,B738,2025-11-25T02:32:00+00:00,37,0.52,0.71,3,0.19,0.58,0.75,0.35,1.31
TK696,B738,2025-11-25T02:32:00+00:00,52,0.47,0.65,5,0.24,0.48,0.47,0.33,1.39
TK696,B738,2025-11-25T02:32:00+00:00,67,0.20,0.44,7,0.36,1.00,0.14,0.00,1.50
TK696,B738,2025-11-25T02:32:00+00:00,57,0.30,0.70,5,0.32,0.29,0.65,0.27,1.15
TK696,B738,2025-11-25T02:32:00+00:00,22,0.85,1.00,0,0.25,0.95,0.93,0.46,1.53
TK696,B738,2025-11-25T02:32:00+00:00,59,0.35,0.58,8,0.41,0.96,0.10,0.54,1.65
TK696,B738,2025-11-25T02:32:00+00:00,68,0.15,0.61,9,0.35,0.45,0.08,0.35,1.33
TK696,B738,2025-11-25T02:32:00+00:00,28,0.67,0.95,0,0.15,0.25,0.10,0.50,1.64
TK696,B738,2025-11-25T02:32:00+00:00,61,0.27,0.55,7,0.20,0.82,0.24,0.19,1.46
TK696,B738,2025-11-25T02:32:00+00:00,54,0.35,0.68,5,0.21,0.54,0.88,0.28,1.14
TK696,B738,2025-11-25T02:32:00+00:00,21,1.00,1.00,2,0.41,1.00,0.60,0.55,1.86
TK696,B738,2025-11-25T02:32:00+00:00,34,0.74,0.76,2,0.17,0.33,0.13,0.43,1.71
TK696,B738,2025-11-25T02:32:00+00:00,72,0.23,0.48,6,0.30,0.15,0.01,0.00,1.33
TK696,B738,2025-11-25T02:32:00+00:00,51,0.63,0.65,5,0.22,0.04,0.54,0.33,1.32
TK696,B738,2025-11-25T02:32:00+00:00,24,1.00,1.00,0,0.13,0.12,0.27,0.53,1.73
TK696,B738,2025-11-25T02:32:00+00:00,35,0.61,0.78,1,0.02,0.79,0.30,0.39,1.69
TK696,B738,2025-11-25T02:32:00+00:00,77,0.05,0.49,10,0.27,0.46,0.58,0.00,1.06
TK696,B738,2025-11-25T02:32:00+00:00,71,0.06,0.60,10,0.28,0.32,0.89,0.19,0.92
TK696,B738,2025-11-25T02:32:00+00:00,41,0.59,0.83,3,0.12,0.78,1.00,0.39,1.29
TK696,B738,2025-11-25T02:32:00+00:00,24,0.82,0.97,0,0.29,0.40,0.37,0.50,1.66
TK696,B738,2025-11-25T02:32:00+00:00,36,0.88,0.79,5,0.21,0.41,0.82,0.45,1.45
TK696,B738,2025-11-25T02:32:00+00:00,34,0.59,0.82,1,0.03,0.75,0.71,0.38,1.43
TK696,B738,2025-11-25T02:32:00+00:00,27,1.00,1.00,2,0.22,0.04,0.86,0.51,1.37
TK696,B738,2025-11-25T02:32:00+00:00,55,0.25,0.71,4,0.17,0.81,0.90,0.26,1.14
TK696,B738,2025-11-25T02:32:00+00:00,66,0.15,0.50,7,0.24,0.85,0.11,0.04,1.43
TK696,B738,2025-11-25T02:32:00+00:00,53,0.45,0.58,6,0.15,0.37,0.35,0.32,1.40
TK696,B738,2025-11-25T02:32:00+00:00,65,0.24,0.65,8,0.23,0.76,0.09,0.44,1.49
TK696,B738,2025-11-25T02:32:00+00:00,52,0.32,0.68,6,0.26,0.23,0.90,0.33,1.04
TK696,B738,2025-11-25T02:32:00+00:00,64,0.35,0.64,7,0.14,0.44,0.10,0.18,1.47
TK696,B738,2025-11-25T02:32:00+00:00,31,0.62,0.99,2,0.12,0.46,0.00,0.58,1.73
TK696,B738,2025-11-25T02:32:00+00:00,63,0.47,0.52,8,0.44,0.15,0.23,0.40,1.40
TK696,B738,2025-11-25T02:32:00+00:00,21,0.93,1.00,0,0.09,0.66,0.66,0.49,1.65
TK696,B738,2025-11-25T02:32:00+00:00,80,0.00,0.24,8,0.09,0.36,0.76,0.00,0.94
TK696,B738,2025-11-25T02:32:00+00:00,19,0.83,0.99,0,0.10,0.75,0.62,0.49,1.64
TK696,B738,2025-11-25T02:32:00+00:00,67,0.10,0.36,8,0.30,0.75,0.32,0.18,1.28
TK696,B738,2025-11-25T02:32:00+00:00,51,0.29,0.59,6,0.20,0.43,0.47,0.33,1.26
TK696,B738,2025-11-25T02:32:00+00:00,63,0.26,0.58,8,0.36,0.05,0.72,0.39,1.03
TK696,B738,2025-11-25T02:32:00+00:00,20,1.00,1.00,0,0.11,0.65,0.75,0.48,1.64
TK696,B738,2025-11-25T02:32:00+00:00,49,0.39,0.76,6,0.39,0.96,0.72,0.42,1.36
TK696,B738,2025-11-25T02:32:00+00:00,55,0.33,0.53,6,0.43,0.49,0.56,0.23,1.26
TK696,B738,2025-11-25T02:32:00+00:00,32,0.67,0.88,1,0.09,0.06,0.82,0.41,1.21
TK696,B738,2025-11-25T02:32:00+00:00,68,0.22,0.44,10,0.43,0.42,0.23,0.26,1.31
TK696,B738,2025-11-25T02:32:00+00:00,45,0.64,0.75,3,0.17,0.69,0.01,0.43,1.84
TK696,B738,2025-11-25T02:32:00+00:00,51,0.55,0.73,6,0.36,0.46,0.32,0.43,1.51
TK696,B738,2025-11-25T02:32:00+00:00,73,0.30,0.49,9,0.44,0.90,0.70,0.04,1.29
TK696,B738,2025-11-25T02:32:00+00:00,21,0.90,1.00,0,0.08,0.03,0.22,0.54,1.64
TK696,B738,2025-11-25T02:32:00+00:00,22,0.93,0.94,0,0.10,0.42,0.43,0.48,1.71
TK696,B738,2025-11-25T02:32:00+00:00,66,0.13,0.60,6,0.27,0.69,0.14,0.08,1.36
TK696,B738,2025-11-25T02:32:00+00:00,41,0.58,0.83,5,0.39,0.93,0.53,0.49,1.58
TK696,B738,2025-11-25T02:32:00+00:00,79,0.03,0.37,10,0.45,0.45,0.71,0.00,1.00
TK696,B738,2025-11-25T02:32:00+00:00,33,0.93,0.79,4,0.35,0.20,0.42,0.46,1.63
TK696,B738,2025-11-25T02:32:00+00:00,55,0.28,0.58,3,0.24,0.06,0.26,0.22,1.23
TK696,B738,2025-11-25T02:32:00+00:00,51,0.50,0.52,4,0.06,0.09,0.93,0.19,1.08
TK696,B738,2025-11-25T02:32:00+00:00,19,1.00,1.00,2,0.43,0.33,0.90,0.52,1.44
TK696,B738,2025-11-25T02:32:00+00:00,31,0.95,1.00,3,0.26,0.13,0.32,0.58,1.67
TK696,B738,2025-11-25T02:32:00+00:00,23,0.97,0.94,1,0.32,0.11,0.71,0.47,1.46
TK696,B738,2025-11-25T02:32:00+00:00,48,0.54,0.55,3,0.23,0.23,0.62,0.24,1.29
TK696,B738,2025-11-25T02:32:00+00:00,78,0.00,0.28,10,0.41,0.97,0.14,0.00,1.33
TK696,B738,2025-11-25T02:32:00+00:00,45,0.62,0.77,3,0.21,0.42,0.75,0.37,1.33
TK696,B738,2025-11-25T02:32:00+00:00,46,0.57,0.81,5,0.24,0.82,0.65,0.45,1.48
TK696,B738,2025-11-25T02:32:00+00:00,23,1.00,0.82,0,0.24,0.89,0.75,0.37,1.72
TK696,B738,2025-11-25T02:32:00+00:00,38,0.50,0.72,3,0.15,0.04,0.63,0.37,1.20
TK696,B738,2025-11-25T02:32:00+00:00,41,0.57,0.75,2,0.32,0.43,0.28,0.39,1.54
TK696,B738,2025-11-25T02:32:00+00:00,70,0.13,0.54,10,0.31,0.34,0.29,0.25,1.20
TK696,B738,2025-11-25T02:32:00+00:00,66,0.04,0.40,6,0.22,0.58,0.88,0.00,0.97
TK696,B738,2025-11-25T02:32:00+00:00,46,0.72,0.68,4,0.22,0.05,0.83,0.33,1.23
TK696,B738,2025-11-25T02:32:00+00:00,25,1.00,0.99,2,0.37,0.11,0.88,0.51,1.38
TK696,B738,2025-11-25T02:32:00+00:00,23,1.00,0.85,0,0.06,0.89,0.11,0.45,2.15
TK696,B738,2025-11-25T02:32:00+00:00,71,0.31,0.60,10,0.51,0.03,0.17,0.26,1.28
F3773,A320,2025-11-25T07:52:00+00:00,66,0.24,0.59,6,0.36,0.70,0.83,0.00,1.14
F3773,A320,2025-11-25T07:52:00+00:00,76,0.24,0.38,9,0.35,0.36,0.26,0.00,1.30
F3773,A320,2025-11-25T07:52:00+00:00,56,0.32,0.57,7,0.34,0.85,0.55,0.27,1.36
F3773,A320,2025-11-25T07:52:00+00:00,56,0.53,0.76,8,0.34,0.77,0.43,0.67,1.55
F3773,A320,2025-11-25T07:52:00+00:00,62,0.21,0.57,8,0.31,0.65,0.19,0.46,1.39
F3773,A320,2025-11-25T07:52:00+00:00,18,1.00,1.00,0,0.24,0.77,0.52,0.51,1.83
F3773,A320,2025-11-25T07:52:00+00:00,55,0.28,0.69,4,0.22,0.84,0.13,0.33,1.53
F3773,A320,2025-11-25T07:52:00+00:00,51,0.33,0.55,4,0.14,0.18,0.11,0.29,1.37
F3773,A320,2025-11-25T07:52:00+00:00,48,0.40,0.65,6,0.28,0.97,0.44,0.39,1.51
F3773,A320,2025-11-25T07:52:00+00:00,52,0.57,0.78,6,0.28,0.37,0.10,0.47,1.61
F3773,A320,2025-11-25T07:52:00+00:00,43,0.47,0.72,2,0.19,0.39,0.93,0.30,1.15
F3773,A320,2025-11-25T07:52:00+00:00,28,0.75,0.86,2,0.13,0.19,0.95,0.41,1.23
F3773,A320,2025-11-25T07:52:00+00:00,54,0.24,0.53,6,0.42,0.84,0.97,0.21,1.10
F3773,A320,2025-11-25T07:52:00+00:00,64,0.32,0.53,7,0.14,0.81,0.34,0.10,1.45
F3773,A320,2025-11-25T07:52:00+00:00,66,0.33,0.49,8,0.45,0.95,0.52,0.27,1.42
F3773,A320,2025-11-25T07:52:00+00:00,51,0.46,0.74,5,0.37,0.06,0.34,0.41,1.32
F3773,A320,2025-11-25T07:52:00+00:00,31,0.80,0.81,3,0.29,0.67,0.91,0.41,1.42
F3773,A320,2025-11-25T07:52:00+00:00,36,0.66,0.75,1,0.07,0.35,0.26,0.37,1.58
F3773,A320,2025-11-25T07:52:00+00:00,62,0.20,0.40,5,0.32,0.15,0.45,0.01,1.13
F3773,A320,2025-11-25T07:52:00+00:00,37,0.62,0.92,2,0.27,0.53,0.04,0.53,1.73
F3773,A320,2025-11-25T07:52:00+00:00,70,0.11,0.46,7,0.38,0.61,0.03,0.00,1.37
F3773,A320,2025-11-25T07:52:00+00:00,61,0.45,0.67,9,0.35,0.99,0.66,0.52,1.43
F3773,A320,2025-11-25T07:52:00+00:00,58,0.55,0.55,8,0.31,0.79,0.64,0.49,1.46
F3773,A320,2025-11-25T07:52:00+00:00,75,0.04,0.33,8,0.25,0.46,0.81,0.00,0.97
F3773,A320,2025-11-25T07:52:00+00:00,22,0.93,1.00,0,0.27,0.15,0.18,0.54,1.74
F3773,A320,2025-11-25T07:52:00+00:00,47,0.57,0.63,6,0.31,0.30,0.03,0.43,1.61
F3773,A320,2025-11-25T07:52:00+00:00,32,0.58,0.85,2,0.30,0.76,0.35,0.46,1.62
F3773,A320,2025-11-25T07:52:00+00:00,57,0.18,0.61,8,0.49,0.61,0.41,0.57,1.26
F3773,A320,2025-11-25T07:52:00+00:00,24,0.93,0.91,0,0.29,0.23,0.69,0.43,1.48
F3773,A320,2025-11-25T07:52:00+00:00,60,0.28,0.68,7,0.31,0.44,0.31,0.29,1.33
F3773,A320,2025-11-25T07:52:00+00:00,19,1.00,0.98,0,0.36,0.41,0.60,0.49,1.65
F3773,A320,2025-11-25T07:52:00+00:00,39,0.53,0.83,4,0.18,0.64,0.34,0.49,1.56
F3773,A320,2025-11-25T07:52:00+00:00,56,0.22,0.57,5,0.22,0.47,0.25,0.25,1.32
F3773,A320,2025-11-25T07:52:00+00:00,57,0.53,0.55,4,0.22,0.68,0.69,0.15,1.38
F3773,A320,2025-11-25T07:52:00+00:00,33,0.62,0.92,4,0.45,0.13,0.39,0.54,1.41
F3773,A320,2025-11-25T07:52:00+00:00,31,0.62,0.83,1,0.12,0.27,0.08,0.45,1.62
F3773,A320,2025-11-25T07:52:00+00:00,61,0.12,0.68,6,0.35,0.54,0.86,0.18,1.01
F3773,A320,2025-11-25T07:52:00+00:00,31,0.68,0.95,0,0.00,0.28,0.82,0.43,1.29
F3773,A320,2025-11-25T07:52:00+00:00,61,0.27,0.67,7,0.29,0.81,0.53,0.24,1.32
F3773,A320,2025-11-25T07:52:00+00:00,42,0.48,0.62,1,0.15,0.96,0.67,0.24,1.44
F3773,A320,2025-11-25T07:52:00+00:00,20,1.00,1.00,0,0.07,0.07,0.52,0.51,1.56
F3773,A320,2025-11-25T07:52:00+00:00,34,0.92,0.97,2,0.08,0.78,0.66,0.49,1.69
F3773,A320,2025-11-25T07:52:00+00:00,53,0.51,0.60,6,0.20,0.12,0.58,0.30,1.25
F3773,A320,2025-11-25T07:52:00+00:00,42,0.64,0.77,1,0.12,0.87,0.89,0.31,1.40
F3773,A320,2025-11-25T07:52:00+00:00,69,0.13,0.33,7,0.33,0.71,0.22,0.00,1.33
F3773,A320,2025-11-25T07:52:00+00:00,72,0.16,0.42,10,0.47,0.97,0.42,0.09,1.33
F3773,A320,2025-11-25T07:52:00+00:00,30,0.81,0.95,1,0.22,0.35,0.46,0.49,1.59
F3773,A320,2025-11-25T07:52:00+00:00,70,0.22,0.52,6,0.06,0.94,0.01,0.00,1.57
F3773,A320,2025-11-25T07:52:00+00:00,27,1.00,0.87,0,0.04,0.85,0.02,0.47,2.19
F3773,A320,2025-11-25T07:52:00+00:00,65,0.20,0.55,5,0.08,0.73,0.64,0.00,1.20
F3773,A320,2025-11-25T07:52:00+00:00,75,0.00,0.30,10,0.46,0.93,0.40,0.00,1.22
F3773,A320,2025-11-25T07:52:00+00:00,38,0.70,0.89,5,0.41,0.51,0.35,0.55,1.63
F3773,A320,2025-11-25T07:52:00+00:00,19,0.84,0.94,0,0.08,0.43,0.67,0.46,1.51
F3773,A320,2025-11-25T07:52:00+00:00,47,0.53,0.62,2,0.22,0.05,0.22,0.30,1.41
F3773,A320,2025-11-25T07:52:00+00:00,20,0.83,0.91,1,0.29,0.94,0.73,0.46,1.64
F3773,A320,2025-11-25T07:52:00+00:00,41,0.55,0.91,4,0.40,0.96,0.25,0.54,1.73
F3773,A320,2025-11-25T07:52:00+00:00,71,0.24,0.50,7,0.34,0.84,0.82,0.00,1.18
F3773,A320,2025-11-25T07:52:00+00:00,55,0.51,0.49,6,0.21,0.70,0.86,0.18,1.29
F3773,A320,2025-11-25T07:52:00+00:00,70,0.31,0.41,6,0.14,0.62,0.50,0.00,1.31
F3773,A320,2025-11-25T07:52:00+00:00,27,0.83,0.95,0,0.03,0.55,0.67,0.45,1.54
F3773,A320,2025-11-25T07:52:00+00:00,53,0.57,0.75,6,0.32,0.31,0.59,0.40,1.35
F3773,A320,2025-11-25T07:52:00+00:00,44,0.69,0.68,5,0.23,0.36,0.49,0.40,1.49
F3773,A320,2025-11-25T07:52:00+00:00,79,0.00,0.35,10,0.34,0.12,0.64,0.00,0.93
F3773,A320,2025-11-25T07:52:00+00:00,68,0.29,0.42,6,0.16,0.69,0.06,0.00,1.52
F3773,A320,2025-11-25T07:52:00+00:00,30,0.61,0.75,1,0.26,0.55,0.15,0.40,1.68
F3773,A320,2025-11-25T07:52:00+00:00,61,0.33,0.57,8,0.40,0.05,0.27,0.48,1.26
F3773,A320,2025-11-25T07:52:00+00:00,62,0.48,0.51,4,0.24,0.71,0.83,0.01,1.29
F3773,A320,2025-11-25T07:52:00+00:00,67,0.26,0.40,7,0.28,0.55,0.12,0.00,1.42
F3773,A320,2025-11-25T07:52:00+00:00,29,0.85,0.84,0,0.05,0.76,0.28,0.42,1.87
F3773,A320,2025-11-25T07:52:00+00:00,19,0.86,1.00,0,0.24,0.59,0.22,0.54,1.84
F3773,A320,2025-11-25T07:52:00+00:00,73,0.11,0.26,6,0.01,0.41,0.38,0.00,1.17
F3773,A320,2025-11-25T07:52:00+00:00,50,0.40,0.66,4,0.20,0.96,0.20,0.36,1.64
F3773,A320,2025-11-25T07:52:00+00:00,69,0.33,0.46,6,0.34,0.21,0.44,0.00,1.23
F3773,A320,2025-11-25T07:52:00+00:00,39,0.66,0.88,3,0.36,0.28,0.77,0.45,1.30
F3773,A320,2025-11-25T07:52:00+00:00,39,0.68,0.71,4,0.23,0.73,0.31,0.42,1.71
